id,topic_name,word,phonetic,source
0dc4d386-539e-4e10-a6ea-13065bb4427b,IELTS writing - Describe Change/Trends,Revive,/rɪˈvaɪv/,eng_to_ipa
6106c742-1829-49c6-ba04-77531b44eb56,IELTS writing - Describe Change/Trends,Go up,/goʊ əp/,eng_to_ipa
b3a3d79e-7275-4c7a-9a8e-c29458e7bf2c,IELTS writing - Describe Change/Trends,Uplift,/ˈəplɪft/,eng_to_ipa
d76ef995-faa1-47a9-be9d-1c30f1d4cc9e,IELTS writing - Describe Change/Trends,Rise,/ɹaɪs/,dictionary
b0641b1f-e89b-4559-9fa8-3b4c8f803d62,IELTS writing - Describe Change/Trends,Surpass,/sərˈpæs/,eng_to_ipa
d289b9e0-944e-42ee-abba-b0fdab11c307,IELTS writing - Describe Change/Trends,Spiral upward,/ˈspaɪrəl ˈʌpwəd/,dictionary+eng_to_ipa
e8e6ebfd-8360-4637-81da-1316bb22d6d8,IELTS writing - Describe Change/Trends,Dwindle,/dˈwɪndəl/,eng_to_ipa
847cefef-ff53-47eb-a6fb-d3642300d8b4,IELTS writing - Describe Change/Trends,Sink,/sɪŋk/,eng_to_ipa
026e18b5-4ad3-4ba7-9655-746e22718299,IELTS writing - Describe Change/Trends,Surge,/sərʤ/,eng_to_ipa
bdd6f18c-0199-4558-9fcf-15a0627b4dff,IELTS writing - Describe Change/Trends,Experience a surge,/ɪkˈspɪə.ɹɪəns ə sərʤ/,dictionary+eng_to_ipa+fixed_function
b1798bf2-2d36-4a83-a7ec-159dfa31f983,IELTS writing - Describe Change/Trends,Upturn,/ˈəpˌtərn/,eng_to_ipa
6258c93d-f18d-40df-afc9-67c85ce909e1,IELTS writing - Describe Change/Trends,Recovery,/rɪˈkəvəri/,eng_to_ipa
98d75cd2-c711-4899-8137-3a80a3ec13a4,IELTS writing - Describe Change/Trends,Growth,/groʊθ/,eng_to_ipa
719b7609-4c23-41de-aef7-d7d4d13edae4,IELTS writing - Describe Change/Trends,Grow,/groʊ/,eng_to_ipa
28fa7180-797f-476e-939d-a11cda601fb3,IELTS writing - Describe Change/Trends,Plunge,/plənʤ/,eng_to_ipa
c84fd1ee-abfc-4fb5-8544-80895d671064,03 - Starting and Finishing,call it quits,/kɔl ɪt kwɪts/,eng_to_ipa
21e53974-c7fa-4c6e-b160-9666f5807b58,03 - Starting and Finishing,call it a day,/kɔl ɪt ə deɪ/,eng_to_ipa+fixed_function
89bb6845-0095-42aa-89d2-aa57cdc0cc72,03 - Starting and Finishing,get started,/gɪt ˈstɑrtɪd/,eng_to_ipa
e72351e6-0592-4e36-ab13-084fad7caeff,03 - Starting and Finishing,break new ground,/breɪk nu graʊnd/,eng_to_ipa
25bcbe79-2f60-4c0f-a249-c74980033347,03 - Starting and Finishing,get in on the ground floor,/gɪt ɪn ɔn ðə graʊnd flɔr/,eng_to_ipa+fixed_function
074b771e-fe79-4fb5-9968-d2613966c863,03 - Starting and Finishing,get off to a bad start,/gɪt ɔf tə ə bæːd stɑrt/,dictionary+eng_to_ipa+fixed_function
6d419e3d-7e54-46b7-aa7f-edaf3156c9ef,03 - Starting and Finishing,a perfect end,/ə ˈpɜː.fɛkt ɛnd/,dictionary+fixed_function
04878d7e-7449-4ba4-9c9d-c77724adadf9,03 - Starting and Finishing,be in on the ground floor,/bi ɪn ɔn ðə graʊnd flɔr/,eng_to_ipa+fixed_function
5885d26e-8270-4668-859c-cf67e4830185,03 - Starting and Finishing,be in the first flush of,/bi ɪn ðə fɪrst ˈflʌʃ əv/,dictionary+eng_to_ipa+fixed_function
da7e80da-359f-4d91-9861-26405964c2b6,03 - Starting and Finishing,from start to finish,/frəm stɑrt tə ˈfɪnɪʃ/,dictionary+eng_to_ipa+fixed_function
bca515e3-e759-4c39-a255-153fbef60885,03 - Starting and Finishing,be done and dusted,/bi dʌn ən ˈdʌstɪd/,dictionary+eng_to_ipa+fixed_function
d86fc501-8f99-454a-85a8-eb1c2032f0d1,03 - Starting and Finishing,wrap up an event,/ɹæp əp ən əˈvɛnt/,dictionary+eng_to_ipa+fixed_function
d44512a5-42f0-4ad4-83b7-cb27a7ac6eec,03 - Starting and Finishing,end result,/ɛnd ɹɪˈzʌlt/,dictionary
54fdee29-b373-4125-80ff-3f8073aab7be,03 - Starting and Finishing,terminate an agreement,/ˈtɜːmɪneɪt ən əˈɡɹiːmənt/,dictionary+fixed_function
e995b0ea-aad7-460d-99ab-825be605e7a8,03 - Starting and Finishing,make a promising start,/meɪk ə ˈpɹɒmɪsɪŋ stɑrt/,dictionary+eng_to_ipa+fixed_function
284206b6-3baa-4a07-8f95-46c0462de378,03 - Starting and Finishing,signal the start of sth,/ˈsɪɡnəl ðə stɑrt əv ˈsamθɪŋ/,dictionary+eng_to_ipa+fixed_function
2272ae05-6665-42ce-96b6-8bf5c4a74d6d,03 - Starting and Finishing,wrap up a deal,/ɹæp əp ə diːl/,dictionary+eng_to_ipa+fixed_function
e4b5faf4-1f75-4c22-8cc0-3ced10cf4062,03 - Starting and Finishing,upon a career,/əˈpɒn ə kəˈɹɪə/,dictionary+fixed_function
847aa651-00ea-4bca-bc9b-819becf96be2,03 - Starting and Finishing,wrap up a project,/ɹæp əp ə ˈprɑʤɛkt/,dictionary+eng_to_ipa+fixed_function
74f82a1f-d27e-406e-96e5-ab1488154a0f,03 - Starting and Finishing,upon a venture,/əˈpɒn ə ˈvɛnʧər/,dictionary+eng_to_ipa+fixed_function
b3bf84be-f321-42b3-812d-a5e3d64332ff,03 - Starting and Finishing,terminate a contract,/ˈtɜːmɪneɪt ə ˈkɑnˌtrækt/,dictionary+eng_to_ipa+fixed_function
21494686-bd9e-40c0-8035-ce9f87fc16a5,03 - Starting and Finishing,upon a journey,/əˈpɒn ə ˈʤərni/,dictionary+eng_to_ipa+fixed_function
6ff875d0-6dfe-4383-94e0-ba39db771291,03 - Starting and Finishing,wind down activities,/ˈwaɪnd daʊn ækˈtɪvɪtiz/,dictionary+eng_to_ipa
62ff4e07-f604-40db-aa8e-58666ceb68ab,03 - Starting and Finishing,wind down operations,/ˈwaɪnd daʊn ˌɑpərˈeɪʃənz/,dictionary+eng_to_ipa
924fedc2-fb82-4db5-9f03-6e72237a088f,03 - Starting and Finishing,embark career,/ɪmˈbɑrk kəˈɹɪə/,dictionary+eng_to_ipa
ee8fd2d9-a430-4539-92df-c2612f737303,03 - Starting and Finishing,put the finishing touches,/pʊt ðə ˈfɪnɪʃɪŋ ˈtəʧɪz/,eng_to_ipa+fixed_function
6552edae-f82d-4545-a0a5-d0f9c03ad1d1,03 - Starting and Finishing,make a clean break,/meɪk ə klin breɪk/,dictionary+eng_to_ipa+fixed_function
38dfd064-7538-4c51-b145-b1d655a98c43,03 - Starting and Finishing,abruptly terminate,/əˈbrəptli ˈtɜːmɪneɪt/,dictionary+eng_to_ipa
f5937cf5-3a1d-4d62-a287-defa140eac04,03 - Starting and Finishing,run its course,/rən ɪts kɔrs/,eng_to_ipa
7ed650ad-4412-402c-b6e6-50664aca422b,03 - Starting and Finishing,spring to life,/spərɪŋ tə laɪf/,eng_to_ipa+fixed_function
2d6dccb8-2151-4e88-aef0-60adc54a4eff,03 - Starting and Finishing,strike while the iron is hot,/straɪk waɪl ðə aɪərn ɪz hɑt/,eng_to_ipa+fixed_function
f5430ef8-1959-4f08-a7a4-14e328e203db,03 - Starting and Finishing,the end of one's rope,/ðə ɛnd əv wənz roʊp/,dictionary+eng_to_ipa+fixed_function
42936a3b-fe37-4060-bbb4-2ae2a3547bc1,03 - Starting and Finishing,the end of the world,/ðə ɛnd əv ðə wərld/,dictionary+eng_to_ipa+fixed_function
95c518e9-503c-4300-8304-aadc75a4f023,03 - Starting and Finishing,throw in the towel,/θroʊ ɪn ðə taʊəl/,eng_to_ipa+fixed_function
dacc7dea-9336-441f-8cb1-d651a1f3b09f,03 - Starting and Finishing,turn over a new leaf,/tərn ˈoʊvər ə nu lif/,eng_to_ipa+fixed_function
ff4fd81e-7231-4be8-8cbc-5f5ed94ea11b,04 - Success and Failure,a brilliant success,/ə ˈbrɪljənt səkˈsɛs/,eng_to_ipa+fixed_function
d173833d-d47f-4dcc-b05b-7f6e1e483e39,04 - Success and Failure,a great success,/ə greɪt səkˈsɛs/,eng_to_ipa+fixed_function
05647ceb-884f-43a9-93bc-fd59202927d7,04 - Success and Failure,be highly effective,/bi ˈhaɪli ˈifɛktɪv/,eng_to_ipa
e6a04629-f354-4ee4-8dbb-60261a6c8cfc,04 - Success and Failure,bring out the best in someone,/brɪŋ aʊt ðə bɛst ɪn ˈsəmˌwən/,eng_to_ipa+fixed_function
a80c3ccb-508d-40bc-99f8-9445413b3854,04 - Success and Failure,come in useful,/kəm ɪn ˈjusfəl/,eng_to_ipa
4affe773-b9be-420e-b25b-bac4c2c9f9a2,04 - Success and Failure,come in handy,/kəm ɪn ˈhændi/,eng_to_ipa
13f1d092-941b-4148-86c2-ef2cbbe4f23e,04 - Success and Failure,crowning achievement,/ˈkraʊnɪŋ əˈʧivmənt/,eng_to_ipa
623119af-594e-4e55-a936-9405001764fc,04 - Success and Failure,dramatic improvement,/drəˈmætɪk ˌɪmˈpruvmənt/,eng_to_ipa
1fc6f744-c9d8-4fa9-8e70-b3d15370fe09,04 - Success and Failure,effective ways,/ˈifɛktɪv weɪz/,eng_to_ipa
c63ec8d7-f7a7-4b85-bcd4-6f2c628a573d,04 - Success and Failure,enjoy the fruits of one's hard work,/ˌɛnˈʤɔɪ ðə fruts əv wənz hɑrd wərk/,eng_to_ipa+fixed_function
ef3676e7-d37c-4db7-acea-3a6ce209c488,04 - Success and Failure,gain good marks,/ɡeɪn gʊd mɑrks/,dictionary+eng_to_ipa
8745e322-0d9f-426b-8ae2-5d57340add38,04 - Success and Failure,gain traction,/ɡeɪn ˈtɹæk.ʃən/,dictionary
610d12a0-f598-458b-9032-e051b4a2c730,04 - Success and Failure,have an excellent grasp of something,/hæv ən ˈɛksələnt ɡɹɑːsp əv ˈsamθɪŋ/,dictionary+eng_to_ipa+fixed_function
0e298753-5267-4bbf-a4ee-872e171201b8,04 - Success and Failure,have the ability to do something,/hæv ðə əˈbɪləˌti tə dʉː ˈsamθɪŋ/,dictionary+eng_to_ipa+fixed_function
4f2f5d05-f9ff-4d57-bbb0-be3391793027,04 - Success and Failure,make a breakthrough,/meɪk ə ˈbɹeɪkθɹuː/,dictionary+fixed_function
f42ae1ee-874e-494e-ac46-2198f71b87f8,04 - Success and Failure,make a useful contribution,/meɪk ə ˈjusfəl ˌkɒntɹɪˈbjuːʃən/,dictionary+eng_to_ipa+fixed_function
a1fd419f-4469-4281-b1d0-99b81cba2366,04 - Success and Failure,make good progress,/meɪk gʊd ˈpɹɒɡɹɛs/,dictionary+eng_to_ipa
53605bc0-8902-4dc3-8bc8-b8a6f9ae3d2d,04 - Success and Failure,pass one's exams,/pʰäːs wənz ɪgˈzæmz/,dictionary+eng_to_ipa
f2d168ec-f7f2-4753-9268-0171045ec1c2,04 - Success and Failure,realize one's dream,/ˈɹɪə.laɪz wənz dɹiːm/,dictionary+eng_to_ipa
e8d55496-6873-429a-a6c9-5a90d63c48c5,04 - Success and Failure,remarkable achievement,/ɹɪˈmɑːkəbl̩ əˈʧivmənt/,dictionary+eng_to_ipa
47353594-4926-4bb2-aaf6-dc91558f2dcc,04 - Success and Failure,success is guaranteed,/səkˈsɛs ɪz ˌgɛrənˈtid/,eng_to_ipa
76ec9d25-478a-4561-8c02-5105ed1e3fcc,04 - Success and Failure,success rate,/səkˈsɛs ɹeɪt/,dictionary+eng_to_ipa
af527638-003c-4a5c-bf23-ce9cbd173d50,04 - Success and Failure,success story,/səkˈsɛs ˈstɔː.ɹi/,dictionary+eng_to_ipa
a95c2638-d3f9-4164-ad95-945fa2a7dc96,04 - Success and Failure,take advantage of something,/teɪk ədˈvɑːn.tɪdʒ əv ˈsamθɪŋ/,dictionary+fixed_function
1e83069c-0bd2-44bd-8de4-5ad0cb23594d,04 - Success and Failure,the key to success,/ðə kiː tə səkˈsɛs/,dictionary+eng_to_ipa+fixed_function
2c0b7c26-a327-4791-a510-7046f8fa9d0a,03 - Starting and Finishing,open a new chapter(in one's life),/ˈoʊpən ə nu ˈʧæptər ɪn wənz laɪf/,eng_to_ipa+fixed_function
859a7f17-b8e1-427d-88ee-30482e9c64dc,03 - Starting and Finishing,on end,/ɔn ɛnd/,dictionary+eng_to_ipa
40a002e8-4a59-45f2-90a5-92d96d78eced,03 - Starting and Finishing,spark a debate,/spɑrk ə dəˈbeɪt/,eng_to_ipa+fixed_function
fcc10b66-d794-4998-a8a9-ab38b1ad940b,03 - Starting and Finishing,make one's hair stand on end,/meɪk wənz hɛr stænd ɔn ɛnd/,dictionary+eng_to_ipa
aee8686f-323a-46f1-9c3e-81972f1104a0,03 - Starting and Finishing,by fits and starts,/baɪ fɪts ən stɑrts/,eng_to_ipa+fixed_function
fd186fbb-c7dd-4bf5-9bf1-d0dd02f9eb94,03 - Starting and Finishing,ignite a debate,/ˌɪgˈnaɪt ə dəˈbeɪt/,eng_to_ipa+fixed_function
072dfd60-4eaa-4496-bfa9-c2acacc3ca80,03 - Starting and Finishing,embark venture,/ɪmˈbɑrk ˈvɛnʧər/,eng_to_ipa
ca507c3d-d8f4-4ed1-8105-fa3a408c78bf,03 - Starting and Finishing,in fits and starts,/ɪn fɪts ən stɑrts/,eng_to_ipa+fixed_function
93619eed-d6f9-4e82-9c43-5297d0ef81bb,03 - Starting and Finishing,grind to a standstill,/graɪnd tə ə ˈstændˌstɪl/,eng_to_ipa+fixed_function
1b923916-87c8-4d75-87a9-84cb0cd1e3e1,03 - Starting and Finishing,trigger a debate,/ˈtrɪgər ə dəˈbeɪt/,eng_to_ipa+fixed_function
9429a16f-972f-4611-881d-dfec0ae473b7,03 - Starting and Finishing,grind to a halt,/graɪnd tə ə hɔlt/,eng_to_ipa+fixed_function
e2fa2ae4-2b32-47e1-b36d-dcf0d242a538,03 - Starting and Finishing,be back to square one,/bi bæk tə skwɛr wən/,eng_to_ipa+fixed_function
6e1610be-83c7-49fa-9f8e-03d2e2674a1c,03 - Starting and Finishing,signal the end of sth,/ˈsɪɡnəl ðə ɛnd əv ˈsamθɪŋ/,dictionary+fixed_function
3a034f1a-35cc-46ca-b257-2d054c8b69d3,03 - Starting and Finishing,embark on,/ɪmˈbɑrk ɔn/,eng_to_ipa
c8da10b5-5949-4bef-a7a5-7ea678a59bba,03 - Starting and Finishing,put a stop to sth,/pʊt ə stɑp tə ˈsamθɪŋ/,dictionary+eng_to_ipa+fixed_function
684c2cdd-2acc-485c-8376-779cb711bf2a,03 - Starting and Finishing,go back to square one,/goʊ bæk tə skwɛr wən/,eng_to_ipa+fixed_function
84ce1629-d412-48d2-9928-b6653fc75c18,03 - Starting and Finishing,get the show on the road,/gɪt ðə ʃəʊ ɔn ðə roʊd/,dictionary+eng_to_ipa+fixed_function
f4a89b3b-51d1-4cd3-8d7a-ef7326a68a8a,03 - Starting and Finishing,set up an organization,/sɛt əp ən ˌɔrgənəˈzeɪʃən/,eng_to_ipa+fixed_function
5ab0482d-6b00-464a-9c6e-bb48905e0320,03 - Starting and Finishing,from the word go,/frəm ðə wərd goʊ/,eng_to_ipa+fixed_function
87aedc09-8ebe-47dd-903d-4975885a5e0f,03 - Starting and Finishing,bring to a head,/brɪŋ tə ə hɛd/,eng_to_ipa+fixed_function
8586d7a0-468b-4ad2-b034-51a06b0378e6,03 - Starting and Finishing,set up a team,/sɛt əp ə tim/,eng_to_ipa+fixed_function
3d6d075d-43fd-4d53-935a-b791cfd67e91,03 - Starting and Finishing,come to fruition,/kəm tə fruˈɪʃən/,eng_to_ipa+fixed_function
2e31f57a-e5dc-4434-a9ac-da49003181ed,03 - Starting and Finishing,come to a head,/kəm tə ə hɛd/,eng_to_ipa+fixed_function
3e34c64d-5bbc-4cee-8168-80c39f55988e,03 - Starting and Finishing,come into play,/kəm ˈɪntu pleɪ/,eng_to_ipa
d890676b-673a-4283-bf40-5e8de820abb6,03 - Starting and Finishing,set up a business,/sɛt əp ə ˈbɪznɪs/,eng_to_ipa+fixed_function
e26683a8-8ee8-4440-83e3-23ff915d2575,03 - Starting and Finishing,burn the candle at both ends,/bərn ðə ˈkændəl ət boʊθ ɛndz/,eng_to_ipa+fixed_function
23775908-4da0-4a24-894f-56ef2195b0d9,03 - Starting and Finishing,breathe(new)life into sth,/brið nu laɪf ˈɪntu ˈsamθɪŋ/,dictionary+eng_to_ipa
a3c92d38-faa1-48c7-8ca2-bebc1f650d89,03 - Starting and Finishing,open up discussions,/ˈoʊpən əp dɪˈskəʃənz/,eng_to_ipa
e02abd30-853e-4fef-b8d3-680ede63763f,03 - Starting and Finishing,be nearing completion,/bi ˈnɪrɪŋ kəmˈpliʃən/,eng_to_ipa
d96b45e2-c955-4ef8-8d3e-755e2d9f3eda,03 - Starting and Finishing,bring sth to a halt,/brɪŋ ˈsamθɪŋ tə ə hɔlt/,dictionary+eng_to_ipa+fixed_function
8fceba62-3828-46db-9870-880174d79158,04 - Success and Failure,bear fruit,/bɛr frut/,eng_to_ipa
03181523-8e97-4686-a99e-8a6edac262fd,04 - Success and Failure,come up roses,/kəm əp ˈroʊzɪz/,eng_to_ipa
524623ba-112d-445f-a750-ea61a8970b00,04 - Success and Failure,go places,/goʊ ˈpleɪsɪz/,eng_to_ipa
3b0633ac-91ed-49e2-93ca-92f14836dcb6,04 - Success and Failure,hit the jackpot,/hɪt ðə ˈʤækˌpɑt/,eng_to_ipa+fixed_function
c0958f8a-f6ed-431f-9942-bbbfb58e43c0,04 - Success and Failure,make headway,/meɪk ˈhɛdˌweɪ/,dictionary+eng_to_ipa
11acad2f-4490-48cc-ac36-69c4308ff473,04 - Success and Failure,"nothing ventured,nothing gained",/ˈnəθɪŋ ˈvɛnʧərd ˈnəθɪŋ geɪnd/,eng_to_ipa
5d3c294a-2a6a-4738-8f1b-977d22c43868,04 - Success and Failure,Practice makes perfect,/ˈpræktɪs meɪks ˈpɜː.fɛkt/,dictionary+eng_to_ipa
3f2fb304-392f-4fb7-9cc2-440923214f1e,04 - Success and Failure,rise to the occasion,/ɹaɪs tə ðə əˈkeɪʒən/,dictionary+fixed_function
c020c76f-4ef6-4334-bff7-1018608047d9,04 - Success and Failure,set the world on fire (set the world alight),/sɛt ðə wərld ɔn ˈfɑeə(ɹ) sɛt ðə wərld əˈlaɪt/,dictionary+eng_to_ipa+fixed_function
466ba51b-cb7a-4d2b-9edd-75a3bb96d7b1,04 - Success and Failure,slowly but surely,/ˈsləʊli bʊt ˈʃɔːli/,dictionary
4b68c864-85d1-42a9-b9be-0d7d7eed0f7b,04 - Success and Failure,snatch victory from the jaws of defeat,/snætʃ ˈvɪkt(ə)ɹi frəm ðə d͡ʒɑz əv dɪˈfiːt/,dictionary+fixed_function
d00b690e-b649-43ad-9d7c-8f878c58dd46,04 - Success and Failure,strike gold,/straɪk ɡɒʊld/,dictionary+eng_to_ipa
9e8e8a8f-616c-40b6-bf5a-2f1fde95219a,04 - Success and Failure,strike it rich,/straɪk ɪt ɹɪt͡ʃ/,dictionary+eng_to_ipa
84c9edd6-da08-47b9-a33c-4eddee7368fc,04 - Success and Failure,turn up trumps,/tərn əp trəmps/,eng_to_ipa
37e3515e-4389-4c25-876a-7a75118a81d4,04 - Success and Failure,come up trumps,/kəm əp trəmps/,eng_to_ipa
1556d6a8-80bb-4532-ae24-6b73199ab575,04 - Success and Failure,"where there's a will,there's a way",/wɛə(ɹ) ðɛrz ə wɪl ðɛrz ə weɪ/,dictionary+eng_to_ipa+fixed_function
8d17ab20-1d57-4393-a0a8-560888016762,04 - Success and Failure,with flying colors,/wɪθ ˈflaɪ.ɪŋ ˈkʌl.əz/,dictionary+eng_to_ipa
e2a673c9-bce6-44cc-b102-0f8b5622d080,04 - Success and Failure,a paper tiger,/ə ˈpeɪpə ˈtaɪɡə/,dictionary+fixed_function
367ccac5-adab-4542-beed-7c27cd82dd07,04 - Success and Failure,back to square one,/bæk tə skwɛr wən/,eng_to_ipa+fixed_function
2c4ea533-3cb3-487b-8e3d-d7f5a48369d5,04 - Success and Failure,be(way)off the mark,/bi weɪ ɔf ðə mɑɹk/,dictionary+eng_to_ipa+fixed_function
f218b560-7db9-4c9f-8d89-9ebe9533850b,04 - Success and Failure,be a chapter of accidents,/bi ə ˈʧæptər əv ˈæksədənts/,eng_to_ipa+fixed_function
0fc1d12a-1904-4768-8a42-78a16096f176,04 - Success and Failure,be a recipe for disaster,/bi ə ˈrɛsəpi fə dɪˈzæstər/,eng_to_ipa+fixed_function
